UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
72153500,"Structural exterior cleaning services","Services de nettoyage extérieur des structures",L3,Construction,Construction,5179,"Other building completion and finishing work","Autres travaux d'achèvement et de finition des bâtiments",2021-05-12
72153601,"Bathtub refinishing and repair service","Service de restauration et de réparation de baignoires",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153602,"Closet organizer installation and repair service","Service d'installation et de réparation de casiers pour placards",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153603,"Counter top installation service","Service d'installation de comptoirs",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153604,"Drapery track installation service","Service d'installation de tringles à rideaux",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153605,"Kitchen and bathroom remodeling service","Service de rénovation de cuisine et salle de bain",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153606,"Office furniture installation or reconfiguration service","Service d'installation ou de reconfiguration de mobilier de bureau",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153607,"Plastic wall tile installation service","Service d'installation de carrelage mural en plastique",L4,Construction,Construction,5174,"Floor and wall tiling work","Pose de carreaux de dallage et de revêtement mural",2021-05-12
72153608,"Window treatment installation service","Service d'installation d'habillage de fenêtres",L4,Construction,Construction,5171,"Glazing work and window glass installation work","Travaux de vitrerie et pose de vitrages",2021-05-12
72153609,"Domestic or commercial appliance installation service","Service d'installation d'électroménagers résidentiels ou commerciaux",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72153610,"Prefabricated fireplace installation service","Service d'installation de foyers préfabriqués",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153611,"Kitchen cabinet installation service","Service d'installation d'armoires de cuisine",L4,Construction,Construction,5176,"Wood and metal joinery and carpentry work","Travaux de charpente et de menuiserie (bois et métal)",2021-05-12
72153612,"Interior design or decorating","Design d'intérieur ou décoration",L4,Construction,Construction,5177,"Interior fitting decoration work","Travaux de marbrerie décorative intérieure",2021-05-12
72153701,"Parking facility equipment installation","Installation d'équipement de stationnement",L4,Construction,Construction,5169,"Other installation work","Autres travaux de pose d'installations",2021-05-12
72153900,"Building site preparation services","Services de préparation des sites de construction",L3,Construction,Construction,5113,"Site formation and clearance work","Travaux de remblayage et de déblaiement de sites",2021-05-12
72154000,"Specialty building and trades services","Services spécialisés en construction et services professionnels (corps de métier)",L3,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72154600,"Animal habitat and enclosure construction and maintenance services","Services de construction et d'entretien des habitats des animaux et des enceintes pour animaux",L3,Construction,Construction,5129,"General Construction Work for other buildings","Travaux de construction d'autres Bâtiments",2021-05-12
10000000,"Live Plant and Animal Material and Accessories and Supplies","Fournitures, accessoires et matériel pour plantes et animaux vivants",L1,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10100000,"Live animals","Animaux vivants",L2,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10101500,Livestock,Bétail,L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10101600,"Birds and fowl","Oiseaux et volaille",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10101700,"Live fish","Poisson vivant",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10101800,"Shellfish and aquatic invertebrates","Crustacés et invertébrés aquatiques",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10101900,Insects,Insectes,L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10102000,"Wild animals","Animaux sauvages",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10102100,"Birds and fowl hatching eggs","Oeufs d'incubation d'oiseaux et de volaille",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10110000,"Domestic pet products","Produits pour animaux domestiques",L2,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10111300,"Domestic pet treatments and accessories and equipment","Traitements, accessoires et équipements pour animaux domestiques",L3,Goods,Biens,N8800,"Live Animals","Animaux Vivants",2021-05-12
10120000,"Animal feed","Nourriture pour animaux",L2,Goods,Biens,N8710,"Forage and Feed","Fourrage et aliments pour animaux",2021-05-12
10121500,"Livestock feed","Nourriture pour bétail",L3,Goods,Biens,N8710,"Forage and Feed","Fourrage et aliments pour animaux",2021-05-12
10121600,"Bird and fowl food","Nourriture pour oiseaux et volaille",L3,Goods,Biens,N8710,"Forage and Feed","Fourrage et aliments pour animaux",2021-05-12
10121700,"Fish food","Nourriture pour poissons",L3,Goods,Biens,N8710,"Forage and Feed","Fourrage et aliments pour animaux",2021-05-12
10121800,"Dog and cat food","Nourriture pour chiens et chats",L3,Goods,Biens,N8710,"Forage and Feed","Fourrage et aliments pour animaux",2021-05-12
